heart_rate,accel_mag,accel_x,accel_y,accel_z,hrv,mov_trend,fatigue
126,1.575,-1.849,-0.383,-0.092,44.211,0.93,0
105,1.636,-0.46,-1.635,-0.096,41.737,1.15,0
163,0.631,-0.138,0.118,-0.039,40.737,1.039,1
106,2.259,0.159,-0.296,1.199,43.263,1.27,0
176,0.232,-0.282,-0.113,-0.045,46.632,1.46,1
89,1.955,-0.695,-0.199,0.055,50.579,1.559,0
176,0.366,-0.068,0.056,0.038,50.579,1.483,1
168,0.293,-0.148,0.35,-0.001,46.684,1.324,1
158,0.504,0.132,-0.533,-0.158,47.158,1.132,1
84,2.128,0.365,-1.36,-0.616,49.316,1.395,0
174,0.861,0.363,-0.57,0.195,53.842,1.321,1
134,1.323,0.216,-1.108,0.514,54.842,1.441,0
118,1.214,0.954,-1.317,0.266,55.579,1.43,0
151,1.031,0.357,0.092,0.091,54.895,1.24,0
130,1.468,0.027,1.013,0.162,52.0,1.307,0
144,0.98,-0.36,-0.594,0.792,48.842,1.201,0
96,2.024,-0.945,0.895,0.304,49.737,1.12,0
182,0.207,0.038,0.014,-0.058,50.579,1.163,1
152,0.553,0.49,0.209,0.124,47.053,0.91,1
161,0.624,0.039,0.169,-0.049,45.211,0.933,1
156,0.481,-0.38,-0.26,0.026,44.368,0.809,1
136,1.065,0.17,-0.155,-0.21,42.368,0.879,0
136,0.833,0.55,0.446,0.007,39.368,0.976,0
147,1.143,-0.367,-0.158,-0.378,36.263,1.093,0
161,0.596,0.347,0.178,0.114,32.421,0.881,0
159,0.877,-0.092,-0.221,0.019,27.947,0.892,0
81,1.414,-0.191,1.232,-0.463,31.632,0.841,0
136,1.844,2.06,1.36,-0.709,34.0,0.878,0
104,1.583,-0.377,0.335,-0.473,31.789,0.954,0
115,1.883,1.705,-0.201,-0.281,27.632,0.922,0
169,0.19,-0.103,-0.046,-0.058,28.368,0.907,1
97,1.995,0.286,-0.052,0.684,31.316,0.885,0
98,2.029,-1.314,-1.027,0.651,29.632,1.016,0
136,1.092,0.47,0.142,-0.548,30.526,1.166,0
92,1.783,1.089,-2.189,-0.075,32.105,1.211,0
90,2.262,1.433,-0.782,-0.049,29.684,1.465,0
177,0.321,-0.101,-0.078,0.037,29.737,1.345,1
133,1.191,-0.641,0.564,0.007,30.474,1.321,0
122,1.64,0.756,0.822,0.233,30.579,1.299,0
70,2.089,-0.085,0.66,-0.044,33.053,1.541,0
156,0.743,0.106,-0.134,0.302,36.526,1.53,0
79,2.246,0.441,0.583,0.205,40.579,1.578,0
151,0.813,1.343,0.371,-0.183,43.789,1.444,0
91,2.255,-1.274,2.373,-0.973,46.211,1.436,0
88,2.194,0.446,-0.698,-1.034,46.263,1.418,0
161,0.677,0.505,0.565,-0.127,46.0,1.523,0
164,0.201,-0.074,-0.312,0.021,43.263,1.409,1
154,0.496,-0.049,0.207,0.205,42.105,1.169,0
132,1.251,-0.756,1.058,0.315,42.684,1.142,0
157,0.56,0.041,-0.13,-0.2,41.158,1.007,1
136,1.32,0.191,1.004,-0.078,38.474,0.874,0
98,1.053,0.524,0.006,-0.083,40.421,0.944,0
177,0.195,-0.15,0.051,0.002,42.579,0.878,1
160,0.895,0.238,-0.26,0.13,41.158,0.821,0
166,1.101,-0.553,-0.236,-0.183,41.368,0.721,1
94,2.07,1.585,-0.239,0.288,40.579,0.785,0
92,2.363,0.118,-0.897,-0.759,38.368,0.762,0
134,1.737,-2.912,-0.3,0.352,40.0,0.84,0
71,2.065,-0.178,-0.576,-0.537,40.579,0.807,0
134,1.968,0.895,1.193,0.471,39.368,0.786,0
173,0.32,0.031,0.088,0.131,37.368,0.754,1
181,0.496,0.25,-0.094,-0.011,34.0,0.831,1
122,1.9,0.822,-1.935,0.023,33.947,0.965,0
183,0.29,0.146,-0.238,-0.07,37.0,0.909,1
186,0.319,0.44,-0.206,0.04,33.316,0.955,1
155,0.302,0.418,-0.09,-0.006,34.789,0.949,0
149,1.89,-0.143,-1.132,-1.013,34.579,0.956,0
152,0.566,-0.146,-0.048,-0.208,33.579,1.031,0
138,1.535,-1.278,0.352,0.462,33.0,1.114,0
134,1.306,-0.207,-0.348,-0.396,32.105,1.196,0
178,0.397,0.034,0.074,0.047,32.421,1.007,1
90,1.677,-0.933,-1.559,0.735,32.895,0.961,0
126,1.434,-0.546,-0.689,-0.034,33.895,0.897,0
157,1.227,1.621,0.059,0.111,35.211,0.86,1
167,0.827,1.15,0.623,-0.265,31.947,0.807,0
152,1.142,-1.614,-0.141,-0.347,32.632,0.87,0
129,0.948,-1.159,-0.3,0.557,31.632,0.881,0
150,0.802,0.251,0.04,-0.013,29.421,0.76,0
106,2.089,-1.13,0.193,0.944,28.421,0.898,0
72,1.889,-0.531,-0.279,-0.646,28.158,0.997,0
185,0.359,0.066,0.015,-0.36,33.684,1.059,1
149,0.706,0.055,0.244,-0.081,32.474,0.944,0
146,1.087,0.352,0.913,-0.191,29.421,0.953,0
178,0.26,-0.134,-0.223,0.035,30.947,0.854,1
132,1.522,-0.808,-0.173,0.762,31.737,0.856,0
173,0.382,-0.074,0.062,-0.098,33.579,0.937,1
176,0.247,0.121,0.183,-0.175,33.579,0.89,1
84,1.71,2.185,-1.048,0.063,37.684,0.923,0
161,0.836,-0.168,0.826,0.301,41.526,0.947,1
133,0.849,0.274,-0.114,-0.525,40.684,1.024,0
149,0.728,-0.099,0.263,-0.008,36.895,0.942,1
163,0.744,-0.178,-0.026,-0.464,35.737,0.902,1
130,0.987,0.068,-0.503,0.119,35.842,0.982,0
137,1.049,0.584,-0.321,-0.259,35.684,0.811,0
88,2.273,2.273,-0.097,-0.39,37.474,0.762,0
142,1.185,-0.352,-0.484,-0.129,39.105,0.805,0
164,1.084,-0.661,-0.108,0.387,39.158,0.884,1
139,1.341,0.147,-0.223,-0.202,38.158,0.872,0
170,0.176,0.008,0.156,0.002,38.0,0.936,1
132,0.929,0.123,0.329,0.242,34.053,0.887,0
96,1.247,0.906,-0.247,-0.15,34.053,0.941,0
156,0.523,-0.016,-0.197,0.053,37.053,1.05,0
155,0.51,0.232,0.736,-0.067,35.421,0.952,1
96,1.595,-0.199,-0.135,0.523,36.105,1.028,0
177,0.701,1.01,0.027,0.168,38.211,1.016,1
164,0.623,-0.779,0.384,-0.308,38.737,1.038,0
169,0.688,-0.122,0.181,-0.001,34.158,1.049,1
91,1.591,-0.513,-1.429,-0.215,34.211,1.078,0
163,0.884,0.005,1.385,-0.123,36.526,1.149,1
151,0.556,0.112,0.379,0.067,36.316,0.992,1
176,0.339,-0.102,0.401,-0.076,36.895,0.878,1
112,1.344,-0.267,-1.222,-0.83,38.526,0.873,0
79,1.565,0.059,0.582,0.46,39.895,0.873,0
120,1.504,-0.802,-1.013,-0.272,39.474,0.966,0
164,0.571,-0.307,0.137,0.372,38.947,0.981,0
154,0.768,0.494,-0.389,-0.266,38.316,0.895,0
163,0.537,0.492,0.315,0.255,37.474,0.88,0
88,2.427,-1.065,0.873,0.216,39.789,1.085,0
115,1.726,-0.68,1.794,0.276,39.211,1.04,0
87,2.318,-0.056,-0.612,0.119,38.789,1.157,0
137,1.115,0.543,-1.379,0.39,38.263,1.198,0
91,1.571,0.267,-0.493,0.801,40.632,1.262,0
132,1.121,-0.069,-1.003,0.289,39.684,1.183,0
181,0.365,0.217,-0.232,-0.331,38.0,1.161,1
178,0.628,0.342,-0.754,-0.064,37.474,1.313,1
166,0.709,-0.227,-0.195,-0.313,37.842,1.429,1
120,1.421,-0.797,-0.03,-0.077,36.158,1.406,0
134,0.579,0.515,0.619,0.179,33.105,1.308,0
180,0.218,0.024,0.02,0.121,34.895,1.101,1
140,1.401,0.965,1.236,-0.221,35.684,1.187,0
150,0.556,0.387,-0.101,0.045,32.842,1.213,0
145,1.473,0.083,0.994,0.528,31.368,1.28,0
159,0.376,0.435,-0.509,-0.037,29.947,0.993,0
125,0.913,0.444,0.098,0.14,29.421,0.933,0
180,0.242,0.019,-0.324,-0.059,31.789,0.728,1
121,1.808,-1.623,1.604,-0.572,34.421,0.746,0
169,0.285,0.013,-0.009,0.109,33.0,0.643,1
101,2.073,-1.922,-0.255,-1.001,35.158,0.711,0
180,0.106,0.057,0.045,-0.029,37.842,0.717,1
173,0.984,0.328,-0.105,-0.119,35.579,0.734,1
134,1.199,-0.658,-0.205,0.023,35.211,0.746,0
168,0.333,-0.07,-0.385,-0.006,34.842,0.684,1
87,1.807,-1.933,-0.602,0.197,36.526,0.793,0
87,1.811,-1.883,-0.568,0.011,36.368,0.956,0
164,0.916,0.332,-0.167,0.427,39.789,0.88,1
137,1.363,0.107,-0.912,-0.229,38.789,0.94,0
179,0.469,0.085,-0.158,-0.108,40.263,0.833,1
89,1.281,0.098,0.966,-0.467,42.579,1.001,0
189,0.313,0.108,0.069,-0.122,45.737,1.015,1
122,1.362,-0.438,-0.041,0.046,48.737,1.27,0
176,0.233,0.212,0.155,-0.023,51.316,1.086,1
164,0.726,0.48,-0.059,-0.347,51.211,1.238,0
93,2.192,2.147,-1.098,1.678,53.158,1.157,0
184,0.315,-0.014,0.395,-0.07,55.053,1.197,1
142,1.469,0.225,-0.86,0.062,54.158,1.201,0
90,2.155,-2.259,-1.176,1.471,54.368,1.228,0
162,0.495,-0.427,0.105,-0.109,54.579,1.348,1
170,0.329,0.088,0.004,-0.224,50.842,1.12,1
141,0.979,0.439,-1.174,0.244,52.0,0.95,0
87,2.052,0.406,-0.204,0.387,52.789,1.057,0
153,0.494,0.338,-0.195,0.116,54.474,0.947,1
108,1.854,1.479,0.269,-0.252,52.579,1.106,0
142,1.344,0.033,0.535,0.123,54.368,1.046,0
183,0.269,-0.234,-0.238,-0.036,52.474,1.085,1
139,0.893,0.988,1.706,0.056,53.368,0.981,0
149,0.663,-0.349,0.326,0.076,51.684,1.116,1
101,1.436,0.597,0.597,-0.201,49.474,1.131,0
179,0.238,-0.065,-0.044,0.048,48.316,0.993,1
88,2.208,-1.036,1.416,-0.76,49.579,1.103,0
142,1.055,-0.388,-1.335,-0.139,49.579,1.043,0
175,0.358,0.278,0.021,0.059,50.684,0.876,1
76,1.789,-1.472,-0.079,-0.254,52.158,0.944,0
179,0.307,-0.199,-0.031,0.025,52.789,1.033,1
180,0.239,-0.062,0.067,-0.008,50.632,1.041,1
89,1.559,1.961,-0.59,0.511,52.684,0.935,0
181,0.284,-0.009,0.247,-0.273,53.737,0.975,1
149,1.784,0.589,-1.127,0.478,55.0,0.888,0
165,0.901,-0.419,-0.157,-0.232,54.316,0.857,1
128,1.258,0.273,0.657,0.094,53.421,0.92,0
160,0.427,-0.193,-0.136,-0.026,51.632,0.918,1
92,2.156,-2.257,0.745,0.945,52.842,0.986,0
91,1.585,1.136,0.128,-0.103,51.105,0.953,0
133,0.634,-0.177,0.405,-0.326,51.158,1.104,0
145,1.859,-0.485,-0.711,0.255,49.474,0.96,0
146,1.198,-0.103,0.951,-0.026,49.0,0.992,0
140,1.54,0.311,-0.807,0.195,46.789,1.195,0
80,2.171,-2.596,-0.535,-1.276,45.842,1.122,0
174,0.142,-0.159,-0.019,-0.059,46.0,1.113,1
165,0.526,0.003,-0.593,0.127,43.632,1.186,1
85,1.409,0.292,-1.132,0.314,46.105,1.216,0
163,0.881,0.836,-0.469,-0.24,45.0,1.274,1
80,1.79,-0.142,-1.885,-0.351,43.947,1.281,0
186,0.133,0.044,-0.01,-0.011,49.474,1.267,1
133,1.613,-1.147,0.723,-0.823,47.474,1.207,0
178,0.24,-0.029,-0.007,0.07,45.0,1.232,1
155,0.741,-0.046,0.087,0.339,44.526,1.029,0
79,1.709,1.745,-0.452,0.364,47.684,1.027,0
85,2.086,1.676,-0.503,-0.546,46.053,1.09,0
110,1.6,0.529,-0.315,0.635,45.684,1.098,0
76,1.656,-0.384,-0.536,0.453,43.895,1.116,0
180,0.294,-0.139,-0.052,-0.069,49.316,0.97,1
149,0.483,0.303,0.217,0.238,48.737,0.855,0
163,0.26,-0.13,0.009,0.014,48.842,0.869,1
88,0.9,0.41,0.631,0.543,52.737,0.876,0
91,1.595,0.627,-0.758,0.154,52.579,0.894,0
73,2.173,0.713,1.628,-0.167,50.368,0.935,0
113,1.652,-0.303,-1.193,0.385,47.526,0.927,0
123,1.184,1.101,-0.047,0.385,47.579,1.027,0
159,0.59,-0.359,0.719,0.107,45.263,0.95,0
154,0.471,0.309,0.083,-0.028,41.421,0.973,1
146,0.705,-0.37,0.656,0.048,37.474,1.054,0
85,2.075,-0.191,-1.704,0.727,35.105,1.069,0
119,1.238,-0.395,0.059,-0.197,34.105,0.936,0
87,1.66,0.216,-1.199,-0.857,33.421,0.953,0
190,0.33,0.153,-0.093,-0.163,37.632,0.856,1
128,1.216,-0.124,-0.145,-0.235,36.895,0.973,0
126,1.496,-2.72,0.528,-0.124,36.684,1.147,0
157,0.461,-0.316,0.073,-0.237,37.0,1.151,1
136,1.178,0.792,0.848,-0.061,36.316,1.141,0
105,2.348,1.719,-0.39,-0.038,32.474,1.175,0
143,1.839,0.018,-1.242,0.377,32.842,1.068,0
100,1.936,1.113,-1.641,-0.054,34.368,1.093,0
126,1.198,0.188,-1.288,-0.19,31.789,1.031,0
143,1.479,0.222,0.702,-0.358,32.526,1.144,0
166,0.24,0.148,0.042,0.047,32.789,1.115,1
177,0.271,0.229,-0.047,0.06,31.263,1.093,1
138,1.199,-0.065,1.261,-0.105,32.789,1.021,0
117,1.24,-0.65,1.104,0.937,32.0,1.072,0
157,0.954,0.489,-1.015,0.337,33.842,1.027,1
81,1.71,0.704,-1.144,0.258,37.421,1.202,0
174,0.234,-0.111,0.014,0.003,39.105,1.076,1
89,1.477,-0.64,-0.963,0.108,41.789,1.012,0
180,0.23,0.038,0.053,0.084,44.895,0.988,1
177,0.126,0.012,0.014,0.004,39.632,0.914,1
139,1.458,0.19,0.677,-0.161,38.368,0.83,0
136,0.714,0.359,-0.05,-0.379,38.421,0.784,0
176,0.168,-0.079,0.193,-0.008,38.895,0.678,1
176,0.125,-0.063,-0.065,0.028,37.789,0.62,1
73,1.424,-0.312,0.068,0.193,41.579,0.589,0
181,0.197,-0.146,-0.039,0.046,45.263,0.594,1
182,0.2,0.047,-0.063,-0.116,43.053,0.604,1
91,2.242,0.166,0.826,-0.525,46.474,0.691,0
90,2.185,-0.46,0.555,0.077,45.632,0.743,0
67,2.134,-2.191,0.395,1.508,45.632,0.841,0
89,2.061,1.264,-0.239,0.612,46.211,0.798,0
78,1.764,-0.444,0.145,-0.376,44.737,0.928,0
87,1.335,0.264,0.115,0.461,44.105,0.921,0
88,2.107,1.455,-1.735,0.39,42.053,1.04,0
166,0.547,-0.284,-0.078,0.031,42.158,1.132,1
80,2.274,2.764,1.524,0.445,41.789,1.249,0
142,0.986,0.068,0.141,0.07,40.579,1.365,0
124,1.347,0.935,0.948,0.379,36.737,1.648,0
138,1.236,-0.695,-0.316,0.032,37.316,1.896,0
165,0.632,0.231,0.045,-0.067,36.737,1.837,1
153,0.959,0.323,-0.151,-0.165,37.211,1.909,0
155,0.623,0.372,0.584,-0.208,35.211,1.958,0
185,0.333,-0.583,0.088,0.016,36.789,1.642,1
121,0.957,1.195,0.671,0.285,34.737,1.435,0
133,1.638,0.387,1.0,-1.038,29.684,1.286,0
87,2.234,-3.827,-0.203,0.167,32.053,1.267,0
71,1.794,0.144,0.188,0.179,28.105,1.151,0
126,1.543,0.173,-0.379,-0.467,30.947,1.174,0
154,0.658,0.794,0.274,0.062,31.211,0.974,1
83,1.706,1.547,0.116,-0.036,33.789,1.014,0
135,0.845,0.325,-0.333,-0.218,35.947,0.898,0
163,0.555,0.373,-0.178,-0.395,36.947,0.864,1
178,0.347,-0.074,-0.306,0.002,37.684,0.767,1
154,0.609,0.295,-0.322,0.027,34.842,0.7,0
136,0.949,0.398,0.495,0.078,31.263,0.741,0
97,2.119,-0.851,1.55,-1.001,30.053,0.768,0
184,0.265,0.143,0.021,0.007,33.684,0.738,1
83,2.587,-0.911,2.045,-0.575,38.263,0.916,0
105,1.811,-0.552,-0.874,0.201,38.0,1.019,0
151,0.76,-0.12,0.78,0.234,39.789,0.999,1
180,0.24,-0.294,-0.089,0.014,41.211,0.885,1
166,0.147,0.006,-0.014,0.06,40.368,0.797,1
84,1.393,-0.498,-0.711,0.312,41.316,0.781,0
128,1.799,1.917,0.727,0.238,43.0,0.908,0
174,0.466,0.036,0.008,-0.025,43.0,0.787,1
154,1.056,0.068,-0.38,0.202,43.211,0.864,0
133,1.09,-1.325,-0.371,-0.699,41.421,0.917,0
165,0.17,-0.218,-0.142,0.004,41.632,0.963,1
135,1.457,0.656,0.787,-0.763,39.474,1.057,0
159,0.638,-0.542,0.449,-0.15,38.0,1.016,1
126,1.2,-0.203,0.917,-0.583,38.263,0.892,0
81,1.618,-2.123,1.882,0.457,39.842,0.993,0
129,1.219,-0.394,-0.514,-0.189,41.105,0.801,0
104,1.142,-1.071,0.117,0.061,41.474,0.732,0
172,0.292,-0.131,-0.308,-0.046,43.0,0.742,1
191,0.13,-0.064,-0.009,-0.06,39.421,0.823,1
107,1.78,0.014,0.681,-0.353,38.526,1.02,0
94,1.844,-0.337,-1.337,-0.794,38.053,1.061,0
177,0.483,-0.086,-0.245,0.114,40.0,0.904,0
174,0.158,0.119,0.036,-0.055,38.632,0.959,1
129,0.706,-0.101,-0.935,0.055,40.263,0.922,0
138,0.791,-0.648,-0.119,-0.02,36.421,0.871,0
84,1.262,-0.633,1.327,0.113,36.947,0.952,0
130,0.88,-0.062,-0.163,0.049,36.947,0.867,0
91,1.702,-0.752,-0.536,0.357,37.947,0.951,0
83,1.886,-1.566,-1.07,0.028,37.263,1.054,0
169,0.936,-0.57,1.434,0.823,40.105,0.926,1
100,1.702,-0.87,1.841,-0.598,42.158,1.042,0
91,1.558,-1.399,-0.21,0.329,41.368,1.119,0
141,1.084,-1.222,1.226,0.195,42.263,1.213,0
161,0.634,0.456,-0.258,-0.095,40.947,1.26,0
144,0.828,-0.215,0.161,0.003,39.316,1.065,0
177,0.2,-0.123,-0.049,-0.101,39.737,0.931,1
182,0.259,-0.011,0.122,-0.112,36.421,1.0,1
180,0.34,-0.144,-0.23,-0.115,35.526,1.034,1
74,1.91,-0.479,-0.616,0.016,36.684,1.147,0
114,1.32,-0.632,0.285,0.553,38.105,1.211,0
198,0.34,-0.415,0.045,0.111,38.158,1.058,1
75,2.276,0.857,-1.643,-0.418,44.474,1.2,0
80,1.474,-0.483,-0.527,-0.525,42.368,1.101,0
134,0.805,-0.457,0.198,0.098,44.737,0.986,0
180,0.225,0.317,0.131,-0.058,44.316,0.983,1
150,1.641,0.391,-1.197,0.703,43.474,0.949,0
136,1.053,-0.138,0.648,0.179,42.158,0.893,0
95,2.307,-1.077,1.824,-1.568,43.895,0.924,0
157,0.477,0.012,-0.341,-0.16,42.632,0.888,0
161,0.838,-0.104,0.223,-0.151,39.211,0.94,0
147,0.452,-0.041,-0.014,0.131,39.474,1.061,0
160,0.429,-0.054,-0.295,-0.106,37.526,1.089,1
80,1.791,-0.163,1.592,-0.016,40.684,1.174,0
151,1.622,-1.84,-1.287,-0.08,43.526,1.067,0
122,1.112,-0.203,0.829,0.605,43.316,1.021,0
143,0.61,0.032,-0.227,-0.167,44.158,1.098,1
94,2.236,0.995,1.656,-0.21,46.632,1.006,0
127,1.004,-0.396,0.229,0.171,42.789,0.991,0
142,1.694,-0.969,-0.72,0.611,41.474,1.117,0
89,2.091,-0.013,-1.427,-0.175,39.842,1.295,0
152,0.61,-0.012,-0.558,0.119,36.684,1.231,0
148,1.021,-0.589,0.753,0.203,36.632,1.272,0
170,0.226,-0.038,0.007,-0.007,34.947,1.039,1
119,1.625,-0.418,0.449,0.09,35.211,1.123,0
127,1.19,0.66,0.332,0.063,34.053,1.145,0
133,1.415,-0.812,-0.405,0.009,33.632,1.188,0
138,1.734,0.366,-0.186,-0.408,31.737,1.258,0
125,1.306,0.762,-0.45,0.195,29.158,1.124,0
153,0.853,-0.504,0.405,0.171,30.421,1.098,0
172,0.24,-0.112,0.232,0.07,30.684,1.06,1
183,0.402,0.026,-0.186,-0.09,30.579,1.031,1
131,1.53,0.322,0.082,-0.413,29.105,0.992,0
141,1.89,-1.568,-0.153,0.659,25.895,1.074,0
178,0.373,-0.09,-0.155,-0.022,26.316,0.944,1
176,0.0,0.0,0.0,0.0,25.316,0.745,1
179,0.269,-0.005,-0.105,0.044,22.895,0.768,1
92,1.712,1.881,0.404,0.396,25.737,0.807,0
168,0.459,0.759,-0.179,-0.035,28.947,0.925,1
161,0.405,0.136,0.037,-0.109,26.526,0.794,0
182,0.191,-0.206,0.031,-0.0,24.316,0.721,1
80,2.22,1.977,0.701,0.522,29.474,0.727,0
173,0.433,-0.457,0.507,-0.085,33.211,0.615,1
160,0.629,-0.505,0.2,0.163,31.211,0.595,1
94,1.532,-1.334,1.135,-0.331,34.263,0.656,0
136,0.7,0.867,0.63,-0.228,36.158,0.714,0
85,1.684,-0.203,-0.679,0.099,38.579,0.795,0
103,2.323,-0.069,-0.8,1.112,38.842,0.875,0
142,0.595,-0.606,0.814,-0.436,39.421,0.759,1
124,1.151,-1.016,-0.581,-0.074,39.368,0.866,0
130,0.793,0.444,-0.677,-0.004,39.105,1.047,0
168,0.642,0.814,-0.496,-0.131,38.368,1.099,1
166,0.115,0.019,-0.082,0.053,37.947,0.939,1
97,1.612,0.102,-0.693,-0.527,39.632,1.002,0
124,1.374,0.682,0.381,0.546,40.947,1.161,0
166,0.676,0.518,1.075,-0.219,43.0,1.289,1
82,1.505,0.919,0.656,-0.086,42.842,1.16,0
162,0.374,-0.1,-0.068,-0.017,43.053,1.278,1
133,1.345,0.888,-0.754,0.183,44.211,1.415,0
147,1.309,0.007,-0.47,-0.024,43.842,1.318,0
154,0.578,0.143,0.032,-0.001,38.842,1.261,0
114,0.742,0.378,-0.459,0.527,36.053,1.079,0
84,1.713,0.452,1.096,0.313,36.947,0.98,0
130,0.974,-0.218,-0.126,-0.288,35.895,1.102,0
187,0.467,0.019,0.478,0.168,36.684,0.994,1
84,1.757,-1.14,2.452,-0.388,39.421,1.006,0
142,1.426,-1.004,0.378,0.248,41.526,1.032,0
172,0.178,0.017,-0.002,-0.07,41.053,1.156,1
175,0.405,-0.224,0.123,0.052,40.263,0.987,1
180,0.346,0.351,-0.202,-0.046,40.211,0.863,1
147,1.497,-1.8,0.304,-0.598,39.947,0.887,0
142,1.244,0.111,0.11,0.392,40.105,0.911,0
161,0.734,0.3,0.567,0.011,37.474,0.937,1
183,0.33,-0.072,-0.391,0.024,37.211,0.834,1
162,0.745,-0.461,0.066,0.075,36.105,0.811,1
137,1.231,1.531,-0.403,-0.348,33.0,0.858,0
91,1.353,-1.075,0.895,0.588,31.211,0.952,0
177,0.366,0.451,0.0,0.097,34.211,0.899,1
178,0.16,0.018,0.182,0.068,33.526,0.821,1
159,0.575,-0.171,0.261,0.004,34.158,0.868,1
135,1.017,-0.476,0.414,0.095,33.316,0.764,0
163,0.812,-0.367,0.326,-0.157,33.211,0.688,1
184,0.103,-0.054,0.045,-0.037,31.895,0.681,1
89,1.834,-0.13,-0.059,-0.265,33.895,0.833,0
116,1.6,-0.688,-1.679,-0.246,29.895,0.986,0
113,1.45,-0.186,-1.126,-0.012,27.0,0.927,0
174,0.189,0.052,0.024,-0.038,28.632,0.871,1
106,1.852,-0.439,-0.285,0.163,32.053,0.926,0
157,0.827,-0.44,-0.08,0.271,34.474,1.03,1
179,0.284,0.139,-0.279,-0.134,33.895,1.039,1
96,2.012,0.376,-0.554,-0.326,38.0,1.047,0
186,0.962,-0.447,0.435,-0.215,41.737,0.975,1
132,1.06,-0.901,0.159,-0.12,43.421,1.129,0
162,0.935,0.462,-0.707,0.129,43.895,1.268,1
177,0.224,0.1,0.134,-0.025,43.368,1.228,1
151,0.894,-0.767,1.147,-0.078,42.316,1.296,1
168,1.178,-0.621,1.641,-0.565,38.684,1.402,0
129,1.555,-0.22,0.874,-0.254,40.684,1.544,0
92,1.811,1.017,-0.892,0.069,41.632,1.363,0
136,0.935,1.0,0.242,-0.025,42.684,1.189,0
100,2.077,-0.551,0.449,-0.625,43.105,1.239,0
95,1.357,-0.372,-2.511,-0.481,42.263,1.437,0
143,1.42,1.649,-0.596,0.085,39.789,1.287,0
148,0.722,0.326,0.074,-0.188,38.632,1.235,1
100,1.844,0.167,1.118,0.532,41.0,1.391,0
77,2.079,-1.065,-1.453,0.874,39.0,1.32,0
136,1.5,-0.316,-0.628,0.363,38.526,1.395,0
91,2.112,-1.666,-1.594,0.868,38.211,1.401,0
149,1.35,-0.916,0.796,0.138,40.105,1.357,0
129,1.347,-0.251,0.572,0.284,36.789,1.463,0
179,0.39,0.221,0.375,0.13,34.684,1.441,1
71,1.715,1.94,-0.813,-0.839,37.526,1.442,0
123,1.355,0.308,-0.806,-0.217,38.684,1.306,0
158,1.127,0.983,-0.146,-0.091,39.737,1.267,0
168,0.788,0.117,0.707,-0.012,38.895,1.31,0
183,0.022,-0.02,0.003,0.001,38.789,1.139,1
79,1.478,-0.467,0.622,0.173,42.211,1.071,0
153,0.432,-0.232,-0.226,-0.319,44.158,1.041,0
161,0.43,0.016,-0.31,-0.012,42.263,1.031,1
96,2.084,-2.432,0.082,1.348,43.789,0.959,0
174,0.079,0.02,-0.047,0.01,47.632,0.851,1
122,1.633,0.839,1.749,0.452,47.842,0.834,0
158,0.93,-0.295,0.32,0.331,49.474,0.734,1
150,0.915,0.11,-0.127,0.389,47.368,0.699,0
118,1.814,0.151,-1.478,0.375,47.842,0.685,0
84,1.534,0.25,-0.125,-0.234,46.526,0.754,0
85,1.966,0.386,-1.19,-0.174,44.211,0.747,0
159,0.787,-0.305,0.258,-0.191,45.053,0.728,0
172,0.185,0.045,0.066,0.058,44.684,0.707,1
114,1.659,-1.222,0.055,-0.688,45.105,0.753,0
176,0.198,-0.183,0.122,-0.015,42.684,0.843,1
142,1.004,-0.224,0.176,-0.107,41.737,0.813,0
126,1.511,-0.767,-0.323,-0.05,40.737,0.916,0
178,0.306,-0.046,0.037,-0.082,42.947,0.924,1
170,0.226,0.001,-0.037,-0.106,42.579,0.81,1
157,1.444,1.332,-0.549,-0.198,37.789,0.994,0
146,1.269,0.467,-0.254,-0.76,34.474,0.964,0
151,1.16,-0.232,0.188,-0.419,34.316,1.054,0
159,0.649,-0.661,-0.066,-0.023,31.316,1.067,1
97,2.187,-0.468,-0.973,-0.069,30.474,1.059,0
150,1.5,-1.096,-0.295,0.335,30.526,0.983,0
168,0.575,-0.312,-0.626,-0.005,29.579,0.884,1
95,1.628,1.941,0.17,0.111,33.0,0.968,0
187,0.213,-0.235,0.153,0.012,36.158,1.03,1
162,0.889,0.214,0.294,-0.175,35.684,0.925,1
184,0.186,0.015,-0.008,0.038,36.789,0.914,1
174,0.714,-0.035,-0.437,-0.331,33.421,0.924,1
154,0.957,-0.113,-0.225,0.315,33.789,0.831,1
158,0.688,-0.611,-0.054,0.596,30.947,0.86,0
141,1.653,1.743,0.646,0.463,28.579,1.065,0
149,0.875,0.166,0.305,0.386,27.211,0.94,0
101,1.711,-0.196,-2.036,1.226,28.895,0.99,0
176,0.252,-0.197,-0.258,-0.048,30.105,0.919,1
172,0.34,0.16,0.107,-0.078,29.895,0.914,1
83,1.607,-0.799,0.341,0.233,33.895,0.857,0
80,1.927,2.748,-0.91,-0.41,33.474,0.886,0
159,0.891,-1.105,0.927,0.188,37.368,0.991,1
184,0.04,0.018,0.039,0.018,38.263,0.835,1
148,0.431,0.1,0.215,0.136,36.895,0.848,1
80,1.769,-0.612,0.929,0.355,37.684,0.951,0
181,0.29,0.271,-0.288,0.079,42.053,0.959,1
87,1.727,-0.857,0.608,-0.032,43.158,1.049,0
